Name,Image URL,Reviews,Type,Address,Phone Number,Opening Hours,Restaurant Page Link,Delivery Link
טרומפלדור 69,https://images.rest.co.il/Customers/80317997/9f15ec952c3a46b39062c30e7757ff0f_56.jpg,28 חוות דעת,מסעדת בשרים,"יוסף טרומפלדור 69, באר שבע | אנחנו פתוחים!",053-9379803,אנחנו פתוחים!,https://www.rest.co.il/rest/80317997/,No delivery link
הצדף - Hazedef,https://images.rest.co.il/Customers/69219360/992b9aa0bbd6452b8126e9b21a90c4fd_56.jpg,No reviews,מסעדת דגים,"ספיר יוסף 2, ראשון לציון | אנחנו פתוחים!",053-9428332,אנחנו פתוחים!,https://www.rest.co.il/rest/69219360/,No delivery link
מסעדת אלברט,https://images.rest.co.il/Customers/80227612/ca2fd946627649cc8c95fb12d3ec8dfd_56.jpg,10 חוות דעת,מסעדת בשרים | מחיר ₪₪₪₪,"העלייה השנייה 43, אזור | אנחנו פתוחים!",053-9439410,אנחנו פתוחים!,https://www.rest.co.il/rest/80227612/,https://www.mishlohim.co.il/menu/6822/
"אייל שלי שרותי מזון וקייטרינג בע""מ",https://images.rest.co.il/tagimages/1/1288/70025082/70025020/d119d66529bc4a7fa179749ceb09e065.jpg,1 חוות דעת,קייטרינג | כשר,"המלאכה 4, עפולה | אנחנו פתוחים!",053-9367371,אנחנו פתוחים!,https://www.rest.co.il/rest/29636270/,No delivery link
צ'יאנג מאי,https://images.rest.co.il/Customers/40187760/cc06995884a24a59b60e102762c32735_56.jpg,46 חוות דעת,מסעדה סינית,"המייסדים 50, זכרון יעקב | אנחנו פתוחים!",053-9443899,אנחנו פתוחים!,https://www.rest.co.il/rest/40187760/,No delivery link
ג'מס ביר פקטורי - Jem’s Beer Factory,https://images.rest.co.il/Customers/80307182/b910f610639d47b1985ff0e68ae12687_56.jpg,1 חוות דעת,פאבים וברים,"שד' לנטוס טום 60, נתניה | אנחנו פתוחים!",053-9427112,אנחנו פתוחים!,https://www.rest.co.il/rest/80307182/,No delivery link
בורגר פלייס - Burger Place,https://images.rest.co.il/Customers/80299847/c4adfd2b10ca4687995d26c5bb7cbe1a_56.jpg,3 חוות דעת,מסעדת המבורגרים | מחיר ₪₪₪₪,מג'דל שמס | אנחנו פתוחים!,053-9346031,אנחנו פתוחים!,https://www.rest.co.il/rest/80299847/,No delivery link
טריגר,https://images.rest.co.il/Customers/80352110/a7869df8bba244ae96e71a5ab30c82d8_56.jpg,2 חוות דעת,"מסעדת בשרים, שף","מונטיפיורי 21, תל אביב | תיפתח היום בשעה 18:00",053-4460113,תיפתח היום בשעה 18:00,https://www.rest.co.il/rest/80352110/,No delivery link
חוף מיה - mia beach - MIA BEACH,https://images.rest.co.il/Customers/80379675/3f506802a8c84b6cb6d504a8bedc1680_56.jpg,,מסעדה אסייאתית,"דרך פעמי השלום 8, אילת | אנחנו פתוחים!",053-9348502,אנחנו פתוחים!,https://www.rest.co.il/rest/80379675/,No delivery link
קפאו - KAPAO,https://images.rest.co.il/Customers/80265119/b257ccb8fded488ca5ba427f066b5ee9_56.jpg,1 חוות דעת,מסעדה תאילנדית | כשר,"שד' יגאל אלון 6, בית שמש | אנחנו פתוחים!",053-9375676,אנחנו פתוחים!,https://www.rest.co.il/rest/80265119/,No delivery link
גורילה בר-קפה - GORILLA BAR,https://images.rest.co.il/Customers/80048201/8bba948997364beaa12bac42f3247b67_56.png,6 חוות דעת,בתי קפה,"דרך בן גוריון 81, טיילת בת ים | אנחנו פתוחים!",053-9380950,אנחנו פתוחים!,https://www.rest.co.il/rest/80048201/,No delivery link
אגאדיר בילו - AGADIR,https://images.rest.co.il/Customers/80279771/526282170beb4c63bb21a5d64a18f1a1_56.jpg,33 חוות דעת,מסעדת המבורגרים,קרית עקרון | אנחנו פתוחים!,053-9378451,אנחנו פתוחים!,https://www.rest.co.il/rest/80279771/,https://www.mishlohim.co.il/menu/9448/
שוק הכרמל - M25 שוק הכרמל,https://images.rest.co.il/Customers/80222819/77e4c4c7e8104e58ac57a986ad1241b3_56.jpg,6 חוות דעת,מסעדת בשרים,"סמ' הכרמל 30, שוק הכרמל, תל אביב | אנחנו פתוחים!",053-9380862,אנחנו פתוחים!,https://www.rest.co.il/rest/80222819/,No delivery link
חיאתי,https://images.rest.co.il/Customers/80378189/9eda6516977642da95f5d82a3f677aef_56.png,,בר קוקטיילים,"ביאליק 5, באר שבע | תיפתח היום בשעה 18:00",053-5535079,תיפתח היום בשעה 18:00,https://www.rest.co.il/rest/80378189/,No delivery link
MOOD,https://images.rest.co.il/Customers/80342614/903aacb927724716ac67f0d271bc7030_56.jpg,16 חוות דעת,"מסעדה ים תיכונית, שף | כשר","הים 5, אילת | תיפתח היום בשעה 19:00",053-6281986,תיפתח היום בשעה 19:00,https://www.rest.co.il/rest/80342614/,No delivery link
וילה מארה TLV - Villa Mare,https://images.rest.co.il/Customers/80337928/500f0e18fd574e6fbfb3484c7b0758ba_56.jpg,12 חוות דעת,מסעדה ים תיכונית,"הרברט סמואל 88, תל אביב | אנחנו פתוחים!",053-9416128,אנחנו פתוחים!,https://www.rest.co.il/rest/80337928/,No delivery link
Ewar,https://images.rest.co.il/Customers/80321053/e4356377a5d54a61bf9f2d9f48d4ffe8_56.jpg,63 חוות דעת,מסעדת בשרים,"דוד אלעזר 10, חיפה | אנחנו פתוחים!",053-9415294,אנחנו פתוחים!,https://www.rest.co.il/rest/80321053/,No delivery link
סין צ'אן כפר תבור,https://images.rest.co.il/Customers/80340088/9c09a60bc65e45ed9a23bf672131cbcf_56.jpg,1 חוות דעת,מסעדה סינית | כשר,כפר תבור | אנחנו פתוחים!,053-4762750,אנחנו פתוחים!,https://www.rest.co.il/rest/80340088/,https://www.mishlohim.co.il/menu/13912/
"פרש דה מרקט- סינימה סיטי ראשל""צ - Fresh The Market",https://images.rest.co.il/Customers/80377404/423c28e8a9b040d29cb5e310dbf54a6e_56.jpg,,מסעדה איטלקית,ראשון לציון | אנחנו פתוחים!,053-6114225,אנחנו פתוחים!,https://www.rest.co.il/rest/80377404/,No delivery link
מסעדת יוסף,https://images.rest.co.il/Customers/80308435/420af94d3a294073a1fdc99fb50734e0_56.jpg,,מסעדת בשרים | כשר,"הברזל 32, רמת החייל, תל אביב | אנחנו פתוחים!",053-9346252,אנחנו פתוחים!,https://www.rest.co.il/rest/80308435/,No delivery link
אינדיגו - Indigo,https://images.rest.co.il/Customers/80379421/169dac80d75741dd8cc71edc4b1fab2d_56.png,,מסעדה ים תיכונית,"דרך מצרים 1, אילת | אנחנו פתוחים!",053-4477459,אנחנו פתוחים!,https://www.rest.co.il/rest/80379421/,No delivery link
באקארו - Buckaroo,https://images.rest.co.il/Customers/80178756/4da9b7d1a7024df3be3d5fa25aa5c3d0_56.JPG,163 חוות דעת,מסעדת בשרים | מחיר ₪₪₪₪,"זרחין אלכסנדר 13, אזור תעשייה רעננה | אנחנו פתוחים!",053-9365717,אנחנו פתוחים!,https://www.rest.co.il/rest/80178756/,No delivery link
לה סרדין - Les Sardines,https://images.rest.co.il/Customers/80259678/f694a51e05af4d2eac4098262f1b157d_56.jpg,18 חוות דעת,מסעדת דגים,"המים 3, אילת | אנחנו פתוחים!",053-9379151,אנחנו פתוחים!,https://www.rest.co.il/rest/80259678/,No delivery link
מקס ברנר - MAX BRENNER,https://images.rest.co.il/Customers/80033216/f348b8a757f342e182b816c6e8eaba64_56.jpg,63 חוות דעת,בתי קפה,"גיבורי ישראל 17, יכין סנטר נתניה, נתניה | תיפתח היום בשעה 17:00",053-9442482,תיפתח היום בשעה 17:00,https://www.rest.co.il/rest/80033216/,No delivery link
אצל אמיר,https://images.rest.co.il/Customers/80257072/aed5a2f8156846f296bcb1079b2f1ae0_56.jpg,5 חוות דעת,מסעדת בשרים | כשר,"פנקס דוד 36, נתניה | אנחנו פתוחים!",053-8007277,אנחנו פתוחים!,https://www.rest.co.il/rest/80257072/,No delivery link
חצר עין כרם,https://images.rest.co.il/Customers/80358942/83ec90aa884942a7aa58f63641152a46_56.jpg,4 חוות דעת,מסעדה חלבית | כשר,"מדרגות הרומאים 1, עין כרם, ירושלים | אנחנו פתוחים!",053-2412720,אנחנו פתוחים!,https://www.rest.co.il/rest/80358942/,No delivery link
אבו נאסר - Abu Nassar,https://images.rest.co.il/Customers/9443550/679ca9f9dd354c269d41931a7e530aa4_56.png,No reviews,מסעדת בשרים | מחיר ₪₪₪₪,"קדרון 34, יפו, תל אביב | אנחנו פתוחים!",053-9444146,אנחנו פתוחים!,https://www.rest.co.il/rest/9443550/,No delivery link
נונו מימי כפר סבא - NONO& MIMI,https://images.rest.co.il/Customers/80335345/963f35dcf2e842428f2141541f73b659_56.jpg,5 חוות דעת,מסעדה איטלקית,"דרך המוביל 3, כפר סבא | אנחנו פתוחים!",,אנחנו פתוחים!,https://www.rest.co.il/rest/80335345/,https://www.mishlohim.co.il/menu/9332/
בורגרים ראשון לציון מרכז ומזרח - Burgerim,https://images.rest.co.il/Customers/80329043/759d29242b5b48d09d4ea6bb1f8dc549_56.jpg,30 חוות דעת,מסעדת המבורגרים | כשר,"שמוטקין 10, ראשון לציון | אנחנו פתוחים!",053-9347206,אנחנו פתוחים!,https://www.rest.co.il/rest/80329043/,https://www.mishlohim.co.il/menu/10830/
"רפאלו, קניון קסטרא, חיפה - Raffaello",https://images.rest.co.il/Customers/80151356/087f929b83a5479f8e6fbc716ec271b6_56.jpg,No reviews,מסעדה איטלקית,"פלימן משה 8, קניון קסטרא, חיפה | אנחנו פתוחים!",053-8093571,אנחנו פתוחים!,https://www.rest.co.il/rest/80151356/,No delivery link
מלודי - Melody,https://images.rest.co.il/Customers/80378529/72d16430634a484f94a03a55f5475043_56.jpg,,מסעדה איטלקית | כשר,"שד' התמרים 20, אילת | אנחנו פתוחים!",053-9386233,אנחנו פתוחים!,https://www.rest.co.il/rest/80378529/,No delivery link
בראסרי,https://images.rest.co.il/Customers/80119680/ad5bb9407ab04119a724a9fbf818d73e_56.jpg,48 חוות דעת,ביסטרו,"המעין 15, עין כרם, ירושלים | אנחנו פתוחים!",053-5495116,אנחנו פתוחים!,https://www.rest.co.il/rest/80119680/,No delivery link
מסעדת פורטו - PORTO,https://images.rest.co.il/Customers/80349288/827d75c3da0641aa83a848ae9fad03ae_56.jpg,7 חוות דעת,מסעדת דגים | כשר | מחיר ₪₪₪₪,"הנביא יונה 2, אשדוד | אנחנו פתוחים!",053-9376945,אנחנו פתוחים!,https://www.rest.co.il/rest/80349288/,No delivery link
ניסו הדייג,https://images.rest.co.il/Customers/80203709/047ab19cbac1410ca3dc64f78519f55f_56.JPG,15 חוות דעת,מסעדת דגים | כשר | מחיר ₪₪₪₪,"בת גלים 3, אשקלון | אנחנו פתוחים!",053-9366191,אנחנו פתוחים!,https://www.rest.co.il/rest/80203709/,No delivery link
רובן - Ruben,https://images.rest.co.il/Customers/80343456/025633eb53a145bda64ed03b8bdf2e85_56.png,1 חוות דעת,מסעדת המבורגרים | כשר,"המייסדים 50, זכרון יעקב | אנחנו פתוחים!",053-2449107,אנחנו פתוחים!,https://www.rest.co.il/rest/80343456/,No delivery link
דיאנא,https://images.rest.co.il/Customers/80205267/e274b3dffd194b0bb2d9cd34069d15dd_56.jpg,29 חוות דעת,מסעדת בשרים | מחיר ₪₪₪₪,"פאולוס השישי 51, נצרת | אנחנו פתוחים!",053-9441630,אנחנו פתוחים!,https://www.rest.co.il/rest/80205267/,No delivery link
אמיגוס - amigos,https://images.rest.co.il/Customers/80337657/00d646c3d868432bb7cfc4b1dd81a761_56.jpg,44 חוות דעת,מסעדת בשרים | כשר,"יובל יניב 1, קריית שמונה | אנחנו פתוחים!",053-9380498,אנחנו פתוחים!,https://www.rest.co.il/rest/80337657/,No delivery link
בורגרים תחנה מרכזית - Burgerim,https://images.rest.co.il/Customers/80309854/bae45f5c1a4e4ada9c45eca7bf4661d7_56.jpg,50 חוות דעת,מסעדת המבורגרים | כשר,"יצחק בן צבי 4, באר שבע | אנחנו פתוחים!",,אנחנו פתוחים!,https://www.rest.co.il/rest/80309854/,https://www.mishlohim.co.il/menu/9772/
לוצ'נה - Luciana,https://images.rest.co.il/Customers/80289406/c8c9b360772c466d9bbf74406712a7c0_56.jpg,53 חוות דעת,"מסעדה איטלקית, שף | כשר","שד' המלאכות 1, מודיעין והסביבה | אנחנו פתוחים!",053-6112937,אנחנו פתוחים!,https://www.rest.co.il/rest/80289406/,No delivery link
רד בורגר,https://images.rest.co.il/Customers/80204780/f2f8d3950dfc400a8e061dcf0eeb6376_56.jpg,1 חוות דעת,מסעדת המבורגרים,"מעלה קק""ל 3, טבריה | אנחנו פתוחים!",053-9372864,אנחנו פתוחים!,https://www.rest.co.il/rest/80204780/,https://www.mishlohim.co.il/menu/7834/
מסעדת שף 02 - 02 chef resturant,https://images.rest.co.il/Customers/80374543/fb136c9144044b3983e2a0f2146077cd_56.gif,2 חוות דעת,"מסעדת בשרים, שף",יאנוח-ג'ת (הגליל) | אנחנו פתוחים!,055-4355484,אנחנו פתוחים!,https://www.rest.co.il/rest/80374543/,No delivery link
M25 - M25 ברודצקי,https://images.rest.co.il/Customers/80282615/e8ce1d949ade48d2823467ee149e18a5_56.jpg,6 חוות דעת,מסעדת בשרים,"ברודצקי 15, רמת אביב, תל אביב | אנחנו פתוחים!",053-9378682,אנחנו פתוחים!,https://www.rest.co.il/rest/80282615/,No delivery link
פיתה בשר ״סדש״,https://images.rest.co.il/Customers/80308531/f264e025e28048cb8c325e20937c3a7c_56.jpg,6 חוות דעת,מסעדת בשרים | כשר,"ספיר יוסף 1, ראשון לציון | אנחנו פתוחים!",053-9415218,אנחנו פתוחים!,https://www.rest.co.il/rest/80308531/,No delivery link
סולו- solo,https://images.rest.co.il/Customers/80339868/ad6839658a974163a9468476f90c3fc2_56.jpg,,"מסעדה אסייאתית, שף",אילת | תיפתח היום בשעה 17:00,053-6316271,תיפתח היום בשעה 17:00,https://www.rest.co.il/rest/80339868/,No delivery link
קפה טוסקנה - Cafe Toscana,https://images.rest.co.il/Customers/38569110/602613c03d64453b9a92ba8c5546c6c9_56.jpg,24 חוות דעת,בתי קפה | מחיר ₪₪₪₪,"הנדיב 3, הרצליה | אנחנו פתוחים!",053-9365812,אנחנו פתוחים!,https://www.rest.co.il/rest/38569110/,No delivery link
מסעדת אבו אלסעיד,https://images.rest.co.il/Customers/80159510/c870700db2434219871e6f330301287d_56.jpg,,מסעדה מזרחית | מחיר ₪₪₪₪,"בן גוריון 82, הרצליה | אנחנו פתוחים!",053-5494922,אנחנו פתוחים!,https://www.rest.co.il/rest/80159510/,No delivery link
אגאדיר - AGADIR,https://images.rest.co.il/Customers/80038144/d30465fdd9b9409ab08aec87748c9875_56.jpg,27 חוות דעת,מסעדת המבורגרים | מחיר ₪₪₪₪,"קאמן 10, מרכז מסחרי רד, אילת | אנחנו פתוחים!",053-9366937,אנחנו פתוחים!,https://www.rest.co.il/rest/80038144/,https://www.mishlohim.co.il/menu/3447/
מיט טיים - MEAT TIME,https://images.rest.co.il/Customers/80365956/4ef661f032e84744ba94d903889da625_56.jpg,2 חוות דעת,"מסעדת בשרים, שף | כשר","הערמונים 2, מחנה יהודה, ירושלים | אנחנו פתוחים!",055-4317662,אנחנו פתוחים!,https://www.rest.co.il/rest/80365956/,No delivery link
"""ושבעת וברכת""",https://images.rest.co.il/Customers/80367802/579d7ff188a5435ba56b01d90697d666_56.jpg,,מסעדה מזרחית,"אצ""ל 47, שכונת התקווה, תל אביב | אנחנו פתוחים!",053-9439884,אנחנו פתוחים!,https://www.rest.co.il/rest/80367802/,No delivery link
סלון יווני - Salon Yevani,https://images.rest.co.il/Customers/80377409/902689fa92c24945afffe5a28f163899_56.jpg,,מסעדה יוונית | כשר,"המאה ועשרים 4, ראשון לציון | תיפתח היום בשעה 18:00",053-6226689,תיפתח היום בשעה 18:00,https://www.rest.co.il/rest/80377409/,No delivery link
אלברט בראסרי,https://images.rest.co.il/Customers/80138781/b4b40539fff34fca94f6c30e63495c5f_56.jpg,,מסעדה צרפתית,"איינשטיין 40, רמת אביב, תל אביב | אנחנו פתוחים!",053-9349019,אנחנו פתוחים!,https://www.rest.co.il/rest/80138781/,No delivery link
